season,team_id,top25_elo_wins,top25_elo_games
2008,1232,0,4
2008,1233,0,3
2008,1234,0,3
2008,1235,0,4
2008,1236,0,2
2008,1238,0,2
2008,1239,0,2
2008,1241,1,2
2008,1242,1,2
2008,1243,1,5
2008,1244,0,2
2008,1245,0,2
2008,1246,1,4
2008,1247,0,1
2008,1248,0,2
2008,1249,0,1
2008,1253,0,1
2008,1254,0,3
2008,1255,0,2
2008,1257,4,7
2008,1258,0,3
2008,1259,0,1
2008,1260,0,2
2008,1261,0,1
2008,1266,4,10
2008,1267,0,2
2008,1268,1,5
2008,1269,0,1
2008,1271,0,1
2008,1272,2,3
2008,1274,2,4
2008,1275,2,7
2008,1276,0,8
2008,1277,2,5
2008,1278,0,3
2008,1279,1,2
2008,1280,0,2
2008,1281,1,3
2008,1282,0,1
2008,1283,1,2
2008,1284,0,4
2008,1285,0,1
2008,1286,0,1
2008,1287,0,1
2008,1290,0,1
2008,1291,1,3
2008,1292,2,8
2008,1293,0,1
2008,1294,0,1
2008,1296,0,2
2008,1298,0,1
2008,1299,0,2
2008,1300,0,4
2008,1301,1,5
2008,1304,0,5
2008,1305,0,2
2008,1307,1,4
2008,1308,0,3
2008,1309,0,4
2008,1311,0,2
2008,1314,4,5
2008,1316,0,1
2008,1317,1,4
2008,1318,0,1
2008,1319,1,3
2008,1320,0,2
2008,1321,0,3
2008,1322,0,1
2008,1323,1,3
2008,1324,0,1
2008,1325,1,3
2008,1326,0,4
2008,1328,1,6
2008,1329,1,5
2008,1330,1,5
2008,1331,0,1
2008,1332,1,4
2008,1333,0,4
2008,1335,0,1
2008,1336,0,2
2008,1337,0,4
2008,1338,4,6
2008,1339,0,3
2008,1340,0,1
2008,1341,0,1
2008,1342,0,1
2008,1343,0,1
2008,1344,0,4
2008,1345,3,3
2008,1346,0,1
2008,1347,0,1
2008,1348,0,1
2008,1349,0,2
2008,1350,0,3
2008,1353,1,6
2008,1354,0,1
2008,1356,2,4
2008,1357,1,2
2008,1360,1,5
2008,1361,1,5
2008,1362,0,3
2008,1364,1,3
2008,1365,0,4
2008,1366,0,1
2008,1369,0,1
2008,1371,2,5
2008,1373,1,2
2008,1374,0,2
2008,1375,2,2
2008,1376,0,3
2008,1378,0,4
2008,1379,0,4
2008,1381,0,1
2008,1382,0,1
2008,1383,0,2
2008,1384,1,2
2008,1385,0,6
2008,1386,2,4
2008,1387,0,3
2008,1388,2,5
2008,1390,0,3
2008,1393,1,5
2008,1394,0,1
2008,1395,0,6
2008,1396,1,3
2008,1397,4,5
2008,1400,3,5
2008,1401,1,4
2008,1402,0,1
2008,1403,2,6
2008,1404,0,2
2008,1405,1,3
2008,1406,0,2
2008,1407,0,4
2008,1408,0,2
2008,1409,0,3
2008,1410,0,1
2008,1411,0,1
2008,1412,0,2
2008,1413,0,2
2008,1415,0,1
2008,1416,0,1
2008,1417,4,5
2008,1418,0,3
2008,1419,0,4
2008,1421,0,2
2008,1422,0,4
2008,1423,0,2
2008,1424,2,4
2008,1425,2,7
2008,1427,0,1
2008,1428,1,6
2008,1431,0,2
2008,1434,0,4
2008,1435,2,3
2008,1437,1,6
2008,1438,0,4
2008,1439,0,5
2008,1441,0,2
2008,1442,0,1
2008,1443,0,4
2008,1444,1,2
2008,1447,0,1
2008,1448,2,3
2008,1449,1,5
2008,1450,1,6
2008,1451,0,1
2008,1452,1,7
2008,1453,0,3
2008,1454,0,4
2008,1455,0,2
2008,1456,1,4
2008,1457,0,1
2008,1458,1,2
2008,1459,0,4
2008,1460,1,2
2008,1461,0,4
2008,1462,1,2
2008,1463,0,3
2008,1464,0,6
2009,1102,0,5
2009,1103,1,2
2009,1107,0,3
2009,1108,0,1
2009,1110,0,1
2009,1111,0,1
2009,1112,3,4
2009,1113,2,4
2009,1114,1,2
2009,1115,0,3
2009,1116,1,1
2009,1119,0,3
2009,1122,0,1
2009,1123,0,2
2009,1124,1,7
2009,1125,0,1
2009,1129,1,4
2009,1130,2,6
2009,1133,0,4
2009,1135,0,1
2009,1136,0,1
2009,1137,0,3
2009,1138,0,3
2009,1140,2,4
2009,1142,0,2
2009,1143,3,4
2009,1145,0,6
2009,1147,0,4
2009,1151,1,3
2009,1153,0,6
2009,1154,0,1
2009,1155,1,4
2009,1156,2,5
2009,1158,0,1
2009,1159,0,3
2009,1160,0,5
2009,1161,0,4
2009,1162,0,1
2009,1163,4,7
2009,1164,0,5
2009,1165,0,2
2009,1167,0,1
2009,1168,0,1
2009,1172,0,4
2009,1173,0,1
2009,1175,0,1
2009,1177,0,7
2009,1178,0,3
2009,1179,1,3
2009,1180,0,2
2009,1181,2,5
2009,1182,0,2
2009,1185,0,1
2009,1186,0,1
2009,1187,0,2
2009,1188,0,1
2009,1191,0,4
2009,1192,0,1
2009,1193,1,9
2009,1195,0,2
2009,1196,1,2
2009,1198,0,1
2009,1199,1,7
2009,1200,0,1
2009,1201,0,4
2009,1203,1,1
2009,1204,0,2
2009,1205,0,1
2009,1206,0,1
2009,1207,5,9
2009,1208,0,1
2009,1210,1,4
2009,1211,0,3
2009,1216,0,2
2009,1218,0,2
2009,1221,1,4
2009,1222,0,3
2009,1223,0,2
2009,1224,0,2
2009,1225,1,5
2009,1226,1,3
2009,1227,0,2
2009,1228,3,6
2009,1229,2,4
2009,1231,0,5
2009,1232,0,4
2009,1233,1,4
2009,1234,0,4
2009,1235,0,5
2009,1236,0,4
2009,1237,0,2
2009,1238,0,1
2009,1239,0,1
2009,1242,4,7
2009,1243,1,5
2009,1245,0,1
2009,1246,0,2
2009,1247,0,2
2009,1248,0,3
2009,1249,0,2
2009,1250,0,2
2009,1253,0,2
2009,1256,0,2
2009,1257,5,6
2009,1258,0,2
2009,1259,0,5
2009,1260,1,3
2009,1261,0,1
2009,1263,0,1
2009,1264,0,5
2009,1265,1,6
2009,1266,1,7
2009,1267,0,1
2009,1268,4,10
2009,1269,1,2
2009,1271,0,1
2009,1272,1,2
2009,1274,1,5
2009,1275,0,1
2009,1276,2,6
2009,1277,2,4
2009,1278,2,6
2009,1279,0,2
2009,1281,2,3
2009,1282,0,3
2009,1283,0,3
2009,1284,0,2
2009,1285,0,2
2009,1287,0,1
2009,1288,0,2
2009,1290,0,2
2009,1291,1,1
2009,1293,0,2
2009,1294,0,1
2009,1298,0,3
2009,1300,0,1
2009,1301,1,5
2009,1304,2,6
2009,1305,1,4
2009,1307,2,5
2009,1308,0,4
2009,1310,1,4
2009,1314,3,4
2009,1316,0,1
2009,1318,0,1
2009,1319,0,2
2009,1320,1,3
2009,1321,2,5
2009,1323,1,8
2009,1324,1,5
2009,1325,0,1
2009,1326,3,7
2009,1328,3,5
2009,1329,2,10
2009,1331,0,5
2009,1332,0,4
2009,1333,0,2
2009,1334,0,1
2009,1335,0,2
2009,1336,2,5
2009,1337,0,3
2009,1338,4,6
2009,1339,1,4
2009,1340,1,2
2009,1341,0,1
2009,1342,0,1
2009,1344,2,7
2009,1345,1,4
2009,1347,0,1
2009,1348,0,2
2009,1349,0,3
2009,1350,0,2
2009,1351,2,5
2009,1352,0,1
2009,1353,0,7
2009,1355,0,2
2009,1356,0,3
2009,1360,0,2
2009,1361,2,6
2009,1362,0,2
2009,1363,0,2
2009,1364,0,2
2009,1365,0,3
2009,1367,0,1
2009,1370,0,1
2009,1371,0,8
2009,1372,1,1
2009,1373,2,5
2009,1374,0,2
2009,1375,0,1
2009,1378,0,7
2009,1379,0,2
2009,1380,0,1
2009,1381,1,4
2009,1382,0,1
2009,1384,0,1
2009,1385,0,6
2009,1386,0,3
2009,1388,1,4
2009,1389,0,4
2009,1390,0,3
2009,1391,0,1
2009,1392,0,2
2009,1393,3,9
2009,1395,0,5
2009,1396,0,2
2009,1397,1,5
2009,1400,2,6
2009,1401,1,4
2009,1403,1,6
2009,1406,0,2
2009,1408,0,2
2009,1409,0,5
2009,1411,0,2
2009,1412,0,5
2009,1414,0,2
2009,1416,0,1
2009,1417,1,2
2009,1420,0,2
2009,1421,0,2
2009,1423,0,1
2009,1424,4,5
2009,1425,1,5
2009,1428,2,5
2009,1429,1,2
2009,1430,0,2
2009,1431,0,2
2009,1433,0,1
2009,1434,0,4
2009,1436,0,1
2009,1437,4,7
2009,1438,0,5
2009,1439,1,5
2009,1441,0,1
2009,1442,0,2
2009,1443,1,1
2009,1445,0,1
2009,1448,3,4
2009,1449,0,1
2009,1450,0,4
2009,1451,0,3
2009,1452,2,9
2009,1453,1,3
2009,1454,1,3
2009,1455,2,5
2009,1458,0,4
2009,1460,0,4
2009,1461,0,6
2009,1462,2,4
2009,1464,0,2
2010,1102,0,8
2010,1104,1,6
2010,1107,0,2
2010,1108,0,3
2010,1111,1,2
2010,1112,0,2
2010,1113,1,4
2010,1115,0,2
2010,1116,0,2
2010,1117,0,1
2010,1120,0,1
2010,1122,0,3
2010,1123,0,3
2010,1124,1,4
2010,1125,0,1
2010,1126,0,1
2010,1127,0,1
2010,1129,0,3
2010,1130,0,3
2010,1131,0,1
2010,1132,0,2
2010,1133,2,5
2010,1135,0,3
2010,1136,0,1
2010,1137,0,2
2010,1138,0,1
2010,1139,3,3
2010,1140,3,6
2010,1141,0,1
2010,1142,0,1
2010,1143,1,5
2010,1145,0,2
2010,1146,0,1
2010,1150,2,7
2010,1151,0,3
2010,1153,0,4
2010,1154,0,3
2010,1155,1,3
2010,1156,0,6
2010,1157,0,1
2010,1158,1,2
2010,1159,0,1
2010,1160,1,5
2010,1161,0,7
2010,1162,0,3
2010,1163,1,4
2010,1164,0,1
2010,1165,0,2
2010,1166,0,4
2010,1167,0,1
2010,1168,0,2
2010,1169,0,1
2010,1171,0,2
2010,1172,0,4
2010,1173,2,8
2010,1174,0,4
2010,1175,0,1
2010,1176,0,1
2010,1177,1,3
2010,1178,0,2
2010,1179,0,4
2010,1180,0,3
2010,1182,0,5
2010,1183,0,3
2010,1184,0,2
2010,1185,0,1
2010,1186,0,1
2010,1187,0,2
2010,1188,0,3
2010,1189,0,2
2010,1190,0,1
2010,1191,1,3
2010,1193,0,3
2010,1196,0,5
2010,1198,0,1
2010,1199,0,2
2010,1200,0,4
2010,1201,0,4
2010,1202,0,2
2010,1203,0,4
2010,1204,0,2
2010,1205,0,1
2010,1206,1,2
2010,1207,4,9
2010,1208,0,3
2010,1209,0,2
2010,1210,2,4
2010,1211,2,4
2010,1216,0,2
2010,1217,0,2
2010,1218,0,5
2010,1220,0,2
2010,1222,2,3
2010,1224,0,1
2010,1225,0,2
2010,1226,0,2
2010,1227,0,2
2010,1228,1,6
2010,1229,0,2
2010,1231,0,5
2010,1232,0,2
2010,1233,0,3
2010,1234,0,5
2010,1235,1,7
2010,1237,0,1
2010,1238,0,1
2010,1240,0,2
2010,1241,0,4
2010,1242,6,6
2010,1243,3,6
2010,1245,1,2
2010,1247,0,6
2010,1250,0,1
2010,1251,0,1
2010,1252,0,1
2010,1253,1,4
2010,1255,0,2
2010,1256,2,5
2010,1257,2,4
2010,1258,0,2
2010,1259,0,3
2010,1260,0,3
2010,1261,0,2
2010,1263,0,1
2010,1264,0,3
2010,1265,0,2
2010,1266,1,3
2010,1267,0,3
2010,1268,1,2
2010,1269,0,6
2010,1272,0,3
2010,1274,0,2
2010,1275,0,4
2010,1276,1,5
2010,1277,2,4
2010,1278,3,7
2010,1279,2,4
2010,1280,1,4
2010,1281,2,7
2010,1283,0,2
2010,1287,1,5
2010,1288,0,2
2010,1291,0,2
2010,1296,0,2
2010,1298,0,1
2010,1299,0,1
2010,1300,0,1
2010,1301,1,1
2010,1304,0,6
2010,1305,0,3
2010,1307,3,5
2010,1308,3,8
2010,1310,1,2
2010,1311,0,1
2010,1313,0,2
2010,1314,1,5
2010,1315,0,1
2010,1318,2,4
2010,1319,0,2
2010,1320,2,2
2010,1321,1,4
2010,1323,1,3
2010,1324,0,2
2010,1326,1,4
2010,1328,0,5
2010,1329,3,5
2010,1330,0,2
2010,1331,1,1
2010,1332,0,1
2010,1334,1,2
2010,1335,1,4
2010,1336,0,5
2010,1337,0,2
2010,1338,3,4
2010,1339,1,4
2010,1340,0,1
2010,1342,0,1
2010,1343,0,2
2010,1344,0,3
2010,1345,2,3
2010,1347,0,2
2010,1348,0,5
2010,1349,0,1
2010,1350,3,5
2010,1351,0,4
2010,1352,0,1
2010,1353,0,2
2010,1355,0,1
2010,1356,0,2
2010,1357,0,1
2010,1358,0,1
2010,1359,0,1
2010,1360,0,4
2010,1361,2,6
2010,1362,0,3
2010,1363,0,3
2010,1364,0,1
2010,1365,0,4
2010,1369,0,2
2010,1370,0,1
2010,1371,1,5
2010,1373,0,3
2010,1374,0,2
2010,1376,2,5
2010,1377,0,2
2010,1378,0,2
2010,1379,0,2
2010,1380,0,3
2010,1381,0,1
2010,1382,0,5
2010,1383,0,1
2010,1384,0,1
2010,1385,2,6
2010,1386,0,7
2010,1387,1,4
2010,1388,2,2
2010,1389,0,2
2010,1390,0,1
2010,1393,2,2
2010,1395,0,7
2010,1396,3,5
2010,1397,2,5
2010,1398,0,4
2010,1399,0,3
2010,1400,0,5
2010,1401,1,7
2010,1403,1,7
2010,1404,0,2
2010,1405,0,1
2010,1406,0,3
2010,1408,0,1
2010,1409,0,4
2010,1411,0,1
2010,1412,1,3
2010,1415,0,2
2010,1416,0,2
2010,1417,0,2
2010,1421,0,2
2010,1422,0,5
2010,1423,0,2
2010,1424,4,9
2010,1425,1,1
2010,1426,0,1
2010,1428,1,7
2010,1429,1,2
2010,1430,0,1
2010,1431,0,1
2010,1433,2,4
2010,1434,0,3
2010,1435,1,3
2010,1436,0,1
2010,1437,1,4
2010,1438,0,2
2010,1439,0,2
2010,1440,0,1
2010,1441,1,2
2010,1442,0,1
2010,1443,1,1
2010,1444,0,1
2010,1447,0,1
2010,1448,2,4
2010,1450,0,1
2010,1451,0,3
2010,1452,1,3
2010,1453,0,2
2010,1454,0,3
2010,1455,1,4
2010,1456,1,4
2010,1458,3,5
2010,1460,0,3
2010,1461,1,7
2010,1462,1,6
2010,1463,0,2
2010,1464,0,3
2011,1102,0,4
2011,1103,0,1
2011,1104,1,4
2011,1106,0,1
2011,1107,0,1
2011,1108,0,1
2011,1110,0,2
2011,1112,0,2
2011,1113,0,3
2011,1116,1,3
2011,1117,0,1
2011,1119,0,1
2011,1120,0,2
2011,1122,0,2
2011,1124,0,3
2011,1126,0,1
2011,1129,0,3
2011,1130,0,3
2011,1131,0,1
2011,1133,0,1
2011,1135,1,2
2011,1136,0,2
2011,1137,1,2
2011,1138,0,1
2011,1139,0,2
2011,1140,4,5
2011,1141,0,1
2011,1142,0,1
2011,1143,1,6
2011,1144,0,2
2011,1145,0,1
2011,1147,0,2
2011,1148,0,3
2011,1149,0,1
2011,1150,1,6
2011,1152,0,2
2011,1153,1,6
2011,1154,0,1
2011,1155,0,5
2011,1156,0,1
2011,1158,0,1
2011,1159,0,2
2011,1160,1,4
2011,1161,0,5
2011,1162,0,2
2011,1163,4,8
2011,1164,0,3
2011,1165,0,3
2011,1166,0,1
2011,1167,0,1
2011,1168,0,1
2011,1171,0,2
2011,1173,2,8
2011,1174,1,5
2011,1175,0,1
2011,1176,0,1
2011,1177,0,5
2011,1178,0,1
2011,1180,1,3
2011,1181,4,5
2011,1182,1,5
2011,1187,0,1
2011,1189,0,1
2011,1190,0,3
2011,1191,0,1
2011,1192,0,2
2011,1194,0,2
2011,1195,0,3
2011,1196,2,5
2011,1199,1,5
2011,1200,0,5
2011,1201,0,3
2011,1203,0,5
2011,1204,0,1
2011,1206,1,2
2011,1207,3,9
2011,1208,1,7
2011,1209,0,5
2011,1210,2,4
2011,1211,1,3
2011,1217,1,5
2011,1218,0,3
2011,1219,0,1
2011,1220,1,5
2011,1224,0,1
2011,1225,1,2
2011,1226,0,2
2011,1227,0,1
2011,1228,2,7
2011,1231,0,5
2011,1232,0,2
2011,1233,2,3
2011,1234,1,5
2011,1235,0,3
2011,1236,0,4
2011,1237,1,5
2011,1239,1,3
2011,1241,1,5
2011,1242,2,3
2011,1243,2,5
2011,1244,0,3
2011,1245,0,1
2011,1246,3,6
2011,1247,0,5
2011,1248,0,2
2011,1249,0,1
2011,1251,0,2
2011,1252,1,3
2011,1253,0,3
2011,1255,0,1
2011,1256,0,3
2011,1257,5,8
2011,1259,0,1
2011,1261,0,2
2011,1263,0,1
2011,1264,0,1
2011,1265,0,2
2011,1266,3,7
2011,1268,0,6
2011,1269,0,3
2011,1271,0,2
2011,1272,0,1
2011,1273,0,3
2011,1274,0,4
2011,1275,1,6
2011,1276,1,7
2011,1277,2,9
2011,1278,2,5
2011,1279,1,3
2011,1280,1,2
2011,1281,1,4
2011,1282,0,3
2011,1284,0,2
2011,1287,0,2
2011,1288,0,1
2011,1290,0,2
2011,1291,0,2
2011,1292,0,1
2011,1294,0,1
2011,1295,0,2
2011,1296,0,1
2011,1298,0,2
2011,1299,0,2
2011,1301,1,7
2011,1304,1,3
2011,1305,0,2
2011,1306,0,1
2011,1307,2,5
2011,1308,0,3
2011,1312,0,1
2011,1313,0,1
2011,1314,2,5
2011,1316,0,6
2011,1317,0,1
2011,1318,0,5
2011,1319,0,1
2011,1320,0,2
2011,1321,1,4
2011,1323,3,5
2011,1324,0,2
2011,1325,0,3
2011,1326,3,4
2011,1328,0,6
2011,1329,0,4
2011,1330,3,4
2011,1331,0,3
2011,1332,0,3
2011,1333,1,3
2011,1335,0,5
2011,1336,0,5
2011,1338,3,5
2011,1339,0,1
2011,1342,1,2
2011,1343,0,1
2011,1344,0,4
2011,1345,2,4
2011,1346,0,1
2011,1347,0,2
2011,1348,1,6
2011,1349,0,2
2011,1350,2,5
2011,1351,0,1
2011,1352,1,5
2011,1353,0,6
2011,1355,0,3
2011,1356,0,1
2011,1357,0,1
2011,1358,0,1
2011,1360,0,1
2011,1361,1,3
2011,1362,0,1
2011,1363,0,3
2011,1364,0,1
2011,1365,0,1
2011,1367,0,2
2011,1371,1,8
2011,1373,0,1
2011,1376,1,5
2011,1378,0,6
2011,1380,0,2
2011,1381,0,4
2011,1382,0,3
2011,1383,0,2
2011,1384,1,4
2011,1385,4,7
2011,1386,0,6
2011,1387,0,5
2011,1388,0,3
2011,1389,1,2
2011,1390,0,2
2011,1391,0,2
2011,1392,0,2
2011,1393,2,4
2011,1394,0,1
2011,1395,0,5
2011,1396,1,4
2011,1397,3,10
2011,1398,0,1
2011,1400,2,5
2011,1401,1,5
2011,1402,0,2
2011,1403,0,3
2011,1404,0,1
2011,1405,0,1
2011,1406,0,4
2011,1407,0,2
2011,1409,0,1
2011,1412,0,1
2011,1416,2,2
2011,1417,2,4
2011,1420,0,2
2011,1421,0,2
2011,1422,0,2
2011,1423,0,5
2011,1424,0,5
2011,1425,2,5
2011,1426,0,1
2011,1428,0,6
2011,1429,0,1
2011,1430,0,1
2011,1431,0,1
2011,1433,2,6
2011,1434,1,3
2011,1435,3,7
2011,1436,0,2
2011,1437,2,7
2011,1438,0,3
2011,1439,1,4
2011,1441,0,1
2011,1442,0,2
2011,1444,0,2
2011,1447,0,3
2011,1448,0,4
2011,1449,2,4
2011,1450,0,2
2011,1451,0,2
2011,1452,4,7
2011,1453,0,1
2011,1455,0,2
2011,1456,0,6
2011,1457,0,2
2011,1458,2,5
2011,1459,1,2
2011,1460,1,2
2011,1461,0,4
2011,1462,2,4
2011,1463,0,2
2012,1102,0,4
2012,1103,0,2
2012,1104,2,3
2012,1107,0,1
2012,1110,1,3
2012,1111,0,1
2012,1112,0,1
2012,1113,0,1
2012,1114,0,3
2012,1115,0,1
2012,1116,0,1
2012,1117,0,1
2012,1119,0,2
2012,1120,0,2
2012,1122,0,6
2012,1124,2,7
2012,1125,0,2
2012,1126,0,2
2012,1127,0,2
2012,1129,0,2
2012,1130,1,5
2012,1131,0,1
2012,1132,1,2
2012,1133,0,5
2012,1135,0,2
2012,1136,0,1
2012,1137,1,4
2012,1138,0,2
2012,1139,0,1
2012,1140,1,6
2012,1141,0,1
2012,1142,0,1
2012,1143,0,1
2012,1144,0,1
2012,1148,0,1
2012,1149,0,2
2012,1150,0,2
2012,1151,0,1
2012,1152,0,2
2012,1153,1,2
2012,1155,1,4
2012,1156,0,1
2012,1159,0,4
2012,1160,0,1
2012,1161,1,3
2012,1162,0,2
2012,1163,2,5
2012,1165,1,3
2012,1166,1,2
2012,1168,0,1
2012,1171,0,2
2012,1172,1,3
2012,1173,1,2
2012,1174,1,4
2012,1176,1,1
2012,1177,0,1
2012,1179,1,5
2012,1180,1,2
2012,1181,5,10
2012,1182,0,1
2012,1183,0,2
2012,1184,0,2
2012,1185,0,2
2012,1186,0,2
2012,1187,0,2
2012,1188,0,1
2012,1189,0,1
2012,1190,0,3
2012,1191,1,6
2012,1192,0,1
2012,1193,0,1
2012,1194,0,2
2012,1195,0,3
2012,1196,1,6
2012,1198,0,1
2012,1199,4,7
2012,1200,1,5
2012,1203,0,4
2012,1206,1,4
2012,1207,2,4
2012,1208,1,3
2012,1209,2,4
2012,1210,1,4
2012,1211,2,5
2012,1217,1,1
2012,1218,0,1
2012,1220,0,4
2012,1221,1,3
2012,1222,0,1
2012,1223,0,2
2012,1224,0,1
2012,1226,0,1
2012,1228,3,5
2012,1229,1,6
2012,1231,3,5
2012,1232,0,5
2012,1234,0,4
2012,1235,3,7
2012,1236,0,5
2012,1237,0,5
2012,1238,0,4
2012,1239,0,4
2012,1240,0,1
2012,1241,0,3
2012,1242,4,8
2012,1243,3,7
2012,1244,0,4
2012,1246,2,2
2012,1247,0,2
2012,1248,0,2
2012,1249,0,2
2012,1250,0,1
2012,1251,0,1
2012,1252,1,4
2012,1253,0,3
2012,1255,0,1
2012,1257,1,4
2012,1258,1,6
2012,1259,0,1
2012,1261,0,2
2012,1264,0,1
2012,1265,0,1
2012,1266,0,1
2012,1267,1,6
2012,1268,0,7
2012,1269,1,3
2012,1271,0,1
2012,1272,1,2
2012,1273,0,4
2012,1274,2,7
2012,1275,1,2
2012,1276,3,7
2012,1277,5,8
2012,1278,1,4
2012,1279,0,1
2012,1280,0,2
2012,1281,4,5
2012,1282,0,6
2012,1283,1,7
2012,1284,0,2
2012,1286,0,1
2012,1287,0,1
2012,1288,0,1
2012,1290,0,1
2012,1292,1,2
2012,1293,2,2
2012,1295,0,4
2012,1298,0,3
2012,1299,0,2
2012,1301,0,6
2012,1303,0,1
2012,1304,1,6
2012,1308,1,2
2012,1310,0,3
2012,1311,0,1
2012,1313,1,1
2012,1314,2,6
2012,1315,1,4
2012,1316,0,3
2012,1318,0,4
2012,1320,1,6
2012,1321,1,5
2012,1322,0,1
2012,1323,1,3
2012,1324,1,4
2012,1326,2,5
2012,1328,1,7
2012,1329,1,8
2012,1330,0,6
2012,1331,1,3
2012,1335,1,4
2012,1336,0,3
2012,1337,0,4
2012,1338,0,1
2012,1339,0,5
2012,1341,0,1
2012,1342,0,1
2012,1343,2,4
2012,1344,0,2
2012,1345,1,5
2012,1346,0,1
2012,1347,0,1
2012,1348,0,1
2012,1349,0,2
2012,1350,1,2
2012,1351,0,1
2012,1352,0,1
2012,1353,0,1
2012,1354,0,1
2012,1355,1,2
2012,1356,0,4
2012,1358,0,1
2012,1359,0,1
2012,1360,0,4
2012,1361,1,5
2012,1362,1,6
2012,1365,1,5
2012,1367,1,3
2012,1369,0,3
2012,1370,0,1
2012,1371,1,2
2012,1374,0,2
2012,1375,0,1
2012,1376,0,4
2012,1377,1,4
2012,1378,0,3
2012,1379,1,3
2012,1381,0,5
2012,1382,0,1
2012,1384,0,3
2012,1385,1,4
2012,1386,3,5
2012,1387,0,2
2012,1388,2,5
2012,1389,0,1
2012,1390,0,1
2012,1391,0,3
2012,1395,1,2
2012,1396,2,2
2012,1397,0,5
2012,1398,1,5
2012,1399,0,3
2012,1400,1,9
2012,1401,0,7
2012,1403,0,7
2012,1404,0,2
2012,1405,0,1
2012,1406,0,6
2012,1407,0,1
2012,1408,0,2
2012,1409,0,3
2012,1410,0,1
2012,1411,0,2
2012,1412,0,6
2012,1416,1,5
2012,1417,0,1
2012,1421,0,1
2012,1422,0,3
2012,1423,0,4
2012,1424,2,5
2012,1425,0,2
2012,1426,0,1
2012,1427,1,1
2012,1428,0,1
2012,1429,0,1
2012,1431,1,2
2012,1433,1,2
2012,1434,0,1
2012,1435,1,3
2012,1436,0,1
2012,1437,0,3
2012,1438,1,6
2012,1439,0,7
2012,1440,0,1
2012,1442,1,6
2012,1443,0,3
2012,1444,0,4
2012,1447,0,1
2012,1448,0,4
2012,1449,0,2
2012,1450,0,2
2012,1451,0,1
2012,1452,1,3
2012,1454,0,1
2012,1455,1,3
2012,1456,0,6
2012,1457,0,1
2012,1458,1,6
2012,1460,0,1
2012,1461,0,2
2012,1462,0,4
2012,1463,0,2
2013,1102,1,3
2013,1103,1,2
2013,1104,0,4
2013,1106,0,2
2013,1107,0,1
2013,1110,0,4
2013,1111,0,3
2013,1112,2,2
2013,1113,0,1
2013,1114,0,3
2013,1115,0,2
2013,1116,1,3
2013,1117,1,2
2013,1119,0,3
2013,1120,0,3
2013,1122,0,2
2013,1123,0,2
2013,1124,1,5
2013,1125,1,3
2013,1126,0,1
2013,1129,1,4
2013,1130,0,5
2013,1131,0,1
2013,1132,0,3
2013,1133,0,2
2013,1136,0,1
2013,1138,1,2
2013,1139,2,6
2013,1140,0,4
2013,1141,0,1
2013,1142,0,1
2013,1143,0,1
2013,1144,0,1
2013,1146,0,2
2013,1148,0,1
2013,1150,1,5
2013,1151,0,2
2013,1152,0,2
2013,1153,0,4
2013,1154,0,2
2013,1155,0,4
2013,1156,0,3
2013,1157,1,2
2013,1158,0,4
2013,1159,0,2
2013,1160,0,1
2013,1161,0,2
2013,1162,0,1
2013,1163,1,4
2013,1164,0,2
2013,1165,0,2
2013,1166,1,2
2013,1171,0,1
2013,1172,0,3
2013,1173,0,2
2013,1174,0,2
2013,1177,0,2
2013,1178,2,4
2013,1179,1,4
2013,1180,1,2
2013,1181,5,6
2013,1182,0,3
2013,1183,0,2
2013,1184,0,3
2013,1185,0,1
2013,1186,0,1
2013,1187,0,2
2013,1188,0,2
2013,1189,0,2
2013,1190,0,2
2013,1191,0,2
2013,1192,0,1
2013,1194,0,3
2013,1195,1,3
2013,1196,2,4
2013,1198,1,5
2013,1199,0,4
2013,1200,0,3
2013,1201,0,2
2013,1202,0,2
2013,1203,0,3
2013,1204,1,4
2013,1206,0,2
2013,1207,1,2
2013,1208,0,4
2013,1209,0,1
2013,1210,2,4
2013,1211,5,5
2013,1212,0,1
2013,1217,0,2
2013,1218,0,2
2013,1221,0,2
2013,1222,0,1
2013,1225,0,1
2013,1227,0,3
2013,1228,3,6
2013,1229,1,3
2013,1231,4,5
2013,1232,3,6
2013,1234,0,5
2013,1235,1,5
2013,1236,0,1
2013,1237,0,1
2013,1238,0,1
2013,1239,0,2
2013,1240,0,2
2013,1242,6,7
2013,1243,1,5
2013,1245,1,5
2013,1246,2,5
2013,1247,1,4
2013,1248,1,3
2013,1249,0,3
2013,1250,1,3
2013,1251,0,1
2013,1252,0,4
2013,1253,0,2
2013,1255,0,3
2013,1257,1,3
2013,1258,0,7
2013,1259,0,2
2013,1260,1,3
2013,1261,0,3
2013,1264,0,1
2013,1265,0,1
2013,1266,1,4
2013,1267,0,2
2013,1268,2,4
2013,1269,0,4
2013,1270,0,3
2013,1272,0,2
2013,1273,0,1
2013,1274,2,3
2013,1275,0,3
2013,1276,3,7
2013,1277,2,7
2013,1278,3,7
2013,1279,1,3
2013,1280,1,4
2013,1281,4,8
2013,1282,0,3
2013,1283,0,3
2013,1285,0,1
2013,1287,0,2
2013,1290,0,1
2013,1291,0,2
2013,1292,1,4
2013,1293,1,3
2013,1295,0,2
2013,1296,0,2
2013,1297,0,1
2013,1298,0,3
2013,1301,1,4
2013,1304,1,8
