season,team_id,seed_code,division,seed_num,seed_missing
1999,1458,W05,M,5,0
1999,1396,W06,M,6,0
1999,1400,W07,M,7,0
1999,1158,W08,M,8,0
1999,1409,W09,M,9,0
1999,1345,W10,M,10,0
1999,1245,W11,M,11,0
1999,1283,W12,M,12,0
1999,1174,W13,M,13,0
1999,1206,W14,M,14,0
1999,1248,W15,M,15,0
1999,1197,W16,M,16,0
1999,1277,X01,M,1,0
1999,1428,X02,M,2,0
1999,1246,X03,M,3,0
1999,1112,X04,M,4,0
1999,1150,X05,M,5,0
1999,1242,X06,M,6,0
1999,1449,X07,M,7,0
1999,1437,X08,M,8,0
1999,1279,X09,M,9,0
1999,1275,X10,M,10,0
1999,1191,X11,M,11,0
1999,1348,X12,M,12,0
1999,1328,X13,M,13,0
1999,1308,X14,M,14,0
1999,1117,X15,M,15,0
1999,1291,X16,M,16,0
1999,1120,Y01,M,1,0
1999,1268,Y02,M,2,0
1999,1385,Y03,M,3,0
1999,1326,Y04,M,4,0
1999,1417,Y05,M,5,0
1999,1231,Y06,M,6,0
1999,1257,Y07,M,7,0
1999,1393,Y08,M,8,0
1999,1329,Y09,M,9,0
1999,1166,Y10,M,10,0
1999,1203,Y11,M,11,0
1999,1178,Y12,M,12,0
1999,1293,Y13,M,13,0
1999,1359,Y14,M,14,0
1999,1434,Y15,M,15,0
1999,1457,Y16,M,16,0
1999,1163,Z01,M,1,0
1999,1390,Z02,M,2,0
1999,1314,Z03,M,3,0
1999,1116,Z04,M,4,0
1999,1234,Z05,M,5,0
1999,1196,Z06,M,6,0
1999,1278,Z07,M,7,0
1999,1281,Z08,M,8,0
1999,1307,Z09,M,9,0
1999,1211,Z10,M,10,0
1999,1335,Z11,M,11,0
1999,1412,Z12,M,12,0
1999,1373,Z13,M,13,0
1999,1451,Z14,M,14,0
1999,1108,Z15,M,15,0
1999,1427,Z16,M,16,0
2000,1181,W01,M,1,0
2000,1396,W02,M,2,0
2000,1329,W03,M,3,0
2000,1228,W04,M,4,0
2000,1196,W05,M,5,0
2000,1231,W06,M,6,0
2000,1332,W07,M,7,0
2000,1242,W08,M,8,0
2000,1177,W09,M,9,0
2000,1371,W10,M,10,0
2000,1337,W11,M,11,0
2000,1139,W12,M,12,0
2000,1335,W13,M,13,0
2000,1220,W14,M,14,0
2000,1248,W15,M,15,0
2000,1249,W16,M,16,0
2000,1390,X01,M,1,0
2000,1153,X02,M,2,0
2000,1326,X03,M,3,0
2000,1397,X04,M,4,0
2000,1163,X05,M,5,0
2000,1274,X06,M,6,0
2000,1409,X07,M,7,0
2000,1314,X08,M,8,0
2000,1281,X09,M,9,0
2000,1424,X10,M,10,0
2000,1116,X11,M,11,0
2000,1429,X12,M,12,0
2000,1418,X13,M,13,0
2000,1111,X14,M,14,0
2000,1423,X15,M,15,0
2000,1354,X16,M,16,0
2000,1277,Y01,M,1,0
2000,1235,Y02,M,2,0
2000,1268,Y03,M,3,0
2000,1393,Y04,M,4,0
2000,1246,Y05,M,5,0
2000,1417,Y06,M,6,0
2000,1120,Y07,M,7,0
2000,1428,Y08,M,8,0
2000,1387,Y09,M,9,0
2000,1166,Y10,M,10,0
2000,1123,Y11,M,11,0
2000,1382,Y12,M,12,0
2000,1359,Y13,M,13,0
2000,1233,Y14,M,14,0
2000,1148,Y15,M,15,0
2000,1434,Y16,M,16,0
2000,1112,Z01,M,1,0
2000,1385,Z02,M,2,0
2000,1328,Z03,M,3,0
2000,1261,Z04,M,4,0
2000,1400,Z05,M,5,0
2000,1345,Z06,M,6,0
2000,1257,Z07,M,7,0
2000,1458,Z08,M,8,0
2000,1201,Z09,M,9,0
2000,1211,Z10,M,10,0
2000,1173,Z11,M,11,0
2000,1232,Z12,M,12,0
2000,1369,Z13,M,13,0
2000,1457,Z14,M,14,0
2000,1319,Z15,M,15,0
2000,1238,Z16,M,16,0
2001,1181,W01,M,1,0
2001,1246,W02,M,2,0
2001,1130,W03,M,3,0
2001,1417,W04,M,4,0
2001,1326,W05,M,5,0
2001,1425,W06,M,6,0
2001,1234,W07,M,7,0
2001,1208,W08,M,8,0
2001,1281,W09,M,9,0
2001,1166,W10,M,10,0
2001,1329,W11,M,11,0
2001,1429,W12,M,12,0
2001,1220,W13,M,13,0
2001,1381,W14,M,14,0
2001,1221,W15,M,15,0
2001,1284,W16,M,16,0
2001,1390,X01,M,1,0
2001,1235,X02,M,2,0
2001,1268,X03,M,3,0
2001,1231,X04,M,4,0
2001,1153,X05,M,5,0
2001,1458,X06,M,6,0
2001,1116,X07,M,7,0
2001,1210,X08,M,8,0
2001,1386,X09,M,9,0
2001,1207,X10,M,10,0
2001,1209,X11,M,11,0
2001,1140,X12,M,12,0
2001,1245,X13,M,13,0
2001,1206,X14,M,14,0
2001,1214,X15,M,15,0
2001,1422,X16,M,16,0
2001,1228,Y01,M,1,0
2001,1112,Y02,M,2,0
2001,1279,Y03,M,3,0
2001,1242,Y04,M,4,0
2001,1393,Y05,M,5,0
2001,1323,Y06,M,6,0
2001,1448,Y07,M,7,0
2001,1397,Y08,M,8,0
2001,1150,Y09,M,9,0
2001,1139,Y10,M,10,0
2001,1462,Y11,M,11,0
2001,1218,Y12,M,12,0
2001,1169,Y13,M,13,0
2001,1233,Y14,M,14,0
2001,1183,Y15,M,15,0
2001,1322,Y16a,M,16,0
2001,1457,Y16b,M,16,0
2001,1277,Z01,M,1,0
2001,1314,Z02,M,2,0
2001,1196,Z03,M,3,0
2001,1328,Z04,M,4,0
2001,1438,Z05,M,5,0
2001,1400,Z06,M,6,0
2001,1336,Z07,M,7,0
2001,1143,Z08,M,8,0
2001,1201,Z09,M,9,0
2001,1344,Z10,M,10,0
2001,1396,Z11,M,11,0
2001,1211,Z12,M,12,0
2001,1232,Z13,M,13,0
2001,1443,Z14,M,14,0
2001,1343,Z15,M,15,0
2001,1106,Z16,M,16,0
2002,1268,W01,M,1,0
2002,1163,W02,M,2,0
2002,1208,W03,M,3,0
2002,1246,W04,M,4,0
2002,1266,W05,M,5,0
2002,1403,W06,M,6,0
2002,1301,W07,M,7,0
2002,1458,W08,M,8,0
2002,1385,W09,M,9,0
2002,1277,W10,M,10,0
2002,1356,W11,M,11,0
2002,1409,W12,M,12,0
2002,1434,W13,M,13,0
2002,1293,W14,M,14,0
2002,1214,W15,M,15,0
2002,1108,W16a,M,16,0
2002,1373,W16b,M,16,0
2002,1242,X01,M,1,0
2002,1332,X02,M,2,0
2002,1280,X03,M,3,0
2002,1228,X04,M,4,0
2002,1196,X05,M,5,0
2002,1400,X06,M,6,0
2002,1448,X07,M,7,0
2002,1390,X08,M,8,0
2002,1443,X09,M,9,0
2002,1337,X10,M,10,0
2002,1130,X11,M,11,0
2002,1166,X12,M,12,0
2002,1361,X13,M,13,0
2002,1270,X14,M,14,0
2002,1285,X15,M,15,0
2002,1221,X16,M,16,0
2002,1181,Y01,M,1,0
2002,1104,Y02,M,2,0
2002,1338,Y03,M,3,0
2002,1425,Y04,M,4,0
2002,1231,Y05,M,5,0
2002,1143,Y06,M,6,0
2002,1329,Y07,M,7,0
2002,1323,Y08,M,8,0
2002,1150,Y09,M,9,0
2002,1245,Y10,M,10,0
2002,1335,Y11,M,11,0
2002,1428,Y12,M,12,0
2002,1423,Y13,M,13,0
2002,1148,Y14,M,14,0
2002,1194,Y15,M,15,0
2002,1457,Y16,M,16,0
2002,1153,Z01,M,1,0
2002,1328,Z02,M,2,0
2002,1112,Z03,M,3,0
2002,1326,Z04,M,4,0
2002,1274,Z05,M,5,0
2002,1211,Z06,M,6,0
2002,1462,Z07,M,7,0
2002,1417,Z08,M,8,0
2002,1279,Z09,M,9,0
2002,1218,Z10,M,10,0
2002,1461,Z11,M,11,0
2002,1281,Z12,M,12,0
2002,1172,Z13,M,13,0
2002,1364,Z14,M,14,0
2002,1227,Z15,M,15,0
2002,1131,Z16,M,16,0
2003,1328,W01,M,1,0
2003,1448,W02,M,2,0
2003,1393,W03,M,3,0
2003,1257,W04,M,4,0
2003,1280,W05,M,5,0
2003,1329,W06,M,6,0
2003,1386,W07,M,7,0
2003,1143,W08,M,8,0
2003,1301,W09,M,9,0
2003,1120,W10,M,10,0
2003,1335,W11,M,11,0
2003,1139,W12,M,12,0
2003,1122,W13,M,13,0
2003,1264,W14,M,14,0
2003,1190,W15,M,15,0
2003,1354,W16,M,16,0
2003,1400,X01,M,1,0
2003,1196,X02,M,2,0
2003,1462,X03,M,3,0
2003,1390,X04,M,4,0
2003,1163,X05,M,5,0
2003,1268,X06,M,6,0
2003,1277,X07,M,7,0
2003,1261,X08,M,8,0
2003,1345,X09,M,9,0
2003,1160,X10,M,10,0
2003,1423,X11,M,11,0
2003,1140,X12,M,12,0
2003,1360,X13,M,13,0
2003,1407,X14,M,14,0
2003,1358,X15,M,15,0
2003,1411,X16a,M,16,0
2003,1421,X16b,M,16,0
2003,1246,Y01,M,1,0
2003,1338,Y02,M,2,0
2003,1266,Y03,M,3,0
2003,1173,Y04,M,4,0
2003,1458,Y05,M,5,0
2003,1281,Y06,M,6,0
2003,1231,Y07,M,7,0
2003,1332,Y08,M,8,0
2003,1428,Y09,M,9,0
2003,1104,Y10,M,10,0
2003,1356,Y11,M,11,0
2003,1451,Y12,M,12,0
2003,1409,Y13,M,13,0
2003,1221,Y14,M,14,0
2003,1447,Y15,M,15,0
2003,1237,Y16,M,16,0
2003,1112,Z01,M,1,0
2003,1242,Z02,M,2,0
2003,1181,Z03,M,3,0
2003,1228,Z04,M,4,0
2003,1323,Z05,M,5,0
2003,1166,Z06,M,6,0
2003,1272,Z07,M,7,0
2003,1153,Z08,M,8,0
2003,1211,Z09,M,9,0
2003,1113,Z10,M,10,0
2003,1141,Z11,M,11,0
2003,1454,Z12,M,12,0
2003,1443,Z13,M,13,0
2003,1161,Z14,M,14,0
2003,1429,Z15,M,15,0
2003,1436,Z16,M,16,0
2004,1181,W01,M,1,0
2004,1280,W02,M,2,0
2004,1400,W03,M,3,0
2004,1153,W04,M,4,0
2004,1228,W05,M,5,0
2004,1314,W06,M,6,0
2004,1462,W07,M,7,0
2004,1371,W08,M,8,0
2004,1112,W09,M,9,0
2004,1257,W10,M,10,0
2004,1102,W11,M,11,0
2004,1293,W12,M,12,0
2004,1190,W13,M,13,0
2004,1343,W14,M,14,0
2004,1284,W15,M,15,0
2004,1106,W16,M,16,0
2004,1390,X01,M,1,0
2004,1163,X02,M,2,0
2004,1301,X03,M,3,0
2004,1268,X04,M,4,0
2004,1393,X05,M,5,0
2004,1435,X06,M,6,0
2004,1177,X07,M,7,0
2004,1104,X08,M,8,0
2004,1356,X09,M,9,0
2004,1173,X10,M,10,0
2004,1444,X11,M,11,0
2004,1140,X12,M,12,0
2004,1431,X13,M,13,0
2004,1418,X14,M,14,0
2004,1436,X15,M,15,0
2004,1427,X16,M,16,0
2004,1386,Y01,M,1,0
2004,1329,Y02,M,2,0
2004,1338,Y03,M,3,0
2004,1448,Y04,M,4,0
2004,1196,Y05,M,5,0
2004,1458,Y06,M,6,0
2004,1272,Y07,M,7,0
2004,1403,Y08,M,8,0
2004,1150,Y09,M,9,0
2004,1376,Y10,M,10,0
2004,1350,Y11,M,11,0
2004,1264,Y12,M,12,0
2004,1433,Y13,M,13,0
2004,1416,Y14,M,14,0
2004,1186,Y15,M,15,0
2004,1251,Y16,M,16,0
2004,1246,Z01,M,1,0
2004,1211,Z02,M,2,0
2004,1210,Z03,M,3,0
2004,1242,Z04,M,4,0
2004,1344,Z05,M,5,0
2004,1130,Z06,M,6,0
2004,1277,Z07,M,7,0
2004,1449,Z08,M,8,0
2004,1412,Z09,M,9,0
2004,1305,Z10,M,10,0
2004,1428,Z11,M,11,0
2004,1334,Z12,M,12,0
2004,1227,Z13,M,13,0
2004,1320,Z14,M,14,0
2004,1434,Z15,M,15,0
2004,1197,Z16a,M,16,0
2004,1250,Z16b,M,16,0
2005,1449,W01,M,1,0
2005,1448,W02,M,2,0
2005,1211,W03,M,3,0
2005,1257,W04,M,4,0
2005,1210,W05,M,5,0
2005,1403,W06,M,6,0
2005,1452,W07,M,7,0
2005,1334,W08,M,8,0
2005,1338,W09,M,9,0
2005,1166,W10,M,10,0
2005,1417,W11,M,11,0
2005,1203,W12,M,12,0
2005,1418,W13,M,13,0
2005,1457,W14,M,14,0
2005,1151,W15,M,15,0
2005,1285,W16,M,16,0
2005,1228,X01,M,1,0
2005,1329,X02,M,2,0
2005,1112,X03,M,3,0
2005,1130,X04,M,4,0
2005,1104,X05,M,5,0
2005,1261,X06,M,6,0
2005,1356,X07,M,7,0
2005,1400,X08,M,8,0
2005,1305,X09,M,9,0
2005,1388,X10,M,10,0
2005,1412,X11,M,11,0
2005,1454,X12,M,12,0
2005,1335,X13,M,13,0
2005,1429,X14,M,14,0
2005,1368,X15,M,15,0
2005,1192,X16,M,16,0
2005,1181,Y01,M,1,0
2005,1246,Y02,M,2,0
2005,1328,Y03,M,3,0
2005,1393,Y04,M,4,0
2005,1277,Y05,M,5,0
2005,1428,Y06,M,6,0
2005,1153,Y07,M,7,0
2005,1390,Y08,M,8,0
2005,1280,Y09,M,9,0
2005,1234,Y10,M,10,0
2005,1431,Y11,M,11,0
2005,1330,Y12,M,12,0
2005,1436,Y13,M,13,0
2005,1310,Y14,M,14,0
2005,1184,Y15,M,15,0
2005,1175,Y16,M,16,0
2005,1314,Z01,M,1,0
2005,1163,Z02,M,2,0
2005,1242,Z03,M,3,0
2005,1196,Z04,M,4,0
2005,1437,Z05,M,5,0
2005,1458,Z06,M,6,0
2005,1150,Z07,M,7,0
2005,1278,Z08,M,8,0
2005,1235,Z09,M,9,0
2005,1301,Z10,M,10,0
2005,1320,Z11,M,11,0
2005,1307,Z12,M,12,0
2005,1325,Z13,M,13,0
2005,1137,Z14,M,14,0
2005,1416,Z15,M,15,0
2005,1105,Z16a,M,16,0
2005,1324,Z16b,M,16,0
2006,1181,W01,M,1,0
2006,1400,W02,M,2,0
2006,1234,W03,M,3,0
2006,1261,W04,M,4,0
2006,1393,W05,M,5,0
2006,1452,W06,M,6,0
2006,1143,W07,M,7,0
2006,1203,W08,M,8,0
2006,1423,W09,M,9,0
2006,1301,W10,M,10,0
2006,1356,W11,M,11,0
2006,1401,W12,M,12,0
2006,1233,W13,M,13,0
2006,1322,W14,M,14,0
2006,1335,W15,M,15,0
2006,1380,W16,M,16,0
2006,1272,X01,M,1,0
2006,1417,X02,M,2,0
2006,1211,X03,M,3,0
2006,1242,X04,M,4,0
2006,1338,X05,M,5,0
2006,1231,X06,M,6,0
2006,1266,X07,M,7,0
2006,1116,X08,M,8,0
2006,1137,X09,M,9,0
2006,1104,X10,M,10,0
2006,1361,X11,M,11,0
2006,1245,X12,M,12,0
2006,1133,X13,M,13,0
2006,1462,X14,M,14,0
2006,1125,X15,M,15,0
2006,1331,X16,M,16,0
2006,1437,Y01,M,1,0
2006,1326,Y02,M,2,0
2006,1196,Y03,M,3,0
2006,1130,Y04,M,4,0
2006,1305,Y05,M,5,0
2006,1328,Y06,M,6,0
2006,1207,Y07,M,7,0
2006,1112,Y08,M,8,0
2006,1458,Y09,M,9,0
2006,1320,Y10,M,10,0
2006,1454,Y11,M,11,0
2006,1285,Y12,M,12,0
2006,1334,Y13,M,13,0
2006,1375,Y14,M,14,0
2006,1172,Y15,M,15,0
2006,1214,Y16a,M,16,0
2006,1284,Y16b,M,16,0
2006,1163,Z01,M,1,0
2006,1397,Z02,M,2,0
2006,1314,Z03,M,3,0
2006,1228,Z04,M,4,0
2006,1449,Z05,M,5,0
2006,1277,Z06,M,6,0
2006,1455,Z07,M,7,0
2006,1246,Z08,M,8,0
2006,1412,Z09,M,9,0
2006,1371,Z10,M,10,0
2006,1206,Z11,M,11,0
2006,1429,Z12,M,12,0
2006,1102,Z13,M,13,0
2006,1293,Z14,M,14,0
2006,1457,Z15,M,15,0
2006,1107,Z16,M,16,0
2007,1314,W01,M,1,0
2007,1207,W02,M,2,0
2007,1450,W03,M,3,0
2007,1400,W04,M,4,0
2007,1425,W05,M,5,0
2007,1435,W06,M,6,0
2007,1130,W07,M,7,0
2007,1266,W08,M,8,0
2007,1277,W09,M,9,0
2007,1403,W10,M,10,0
2007,1203,W11,M,11,0
2007,1116,W12,M,12,0
2007,1308,W13,M,13,0
2007,1331,W14,M,14,0
2007,1125,W15,M,15,0
2007,1184,W16,M,16,0
2007,1326,X01,M,1,0
2007,1272,X02,M,2,0
2007,1401,X03,M,3,0
2007,1438,X04,M,4,0
2007,1397,X05,M,5,0
2007,1257,X06,M,6,0
2007,1305,X07,M,7,0
2007,1140,X08,M,8,0
2007,1462,X09,M,9,0
2007,1166,X10,M,10,0
2007,1390,X11,M,11,0
2007,1253,X12,M,12,0
2007,1107,X13,M,13,0
2007,1335,X14,M,14,0
2007,1317,X15,M,15,0
2007,1148,X16,M,16,0
2007,1196,Y01,M,1,0
2007,1458,Y02,M,2,0
2007,1332,Y03,M,3,0
2007,1268,Y04,M,4,0
2007,1139,Y05,M,5,0
2007,1323,Y06,M,6,0
2007,1424,Y07,M,7,0
2007,1112,Y08,M,8,0
2007,1345,Y09,M,9,0
2007,1210,Y10,M,10,0
2007,1457,Y11,M,11,0
2007,1330,Y12,M,12,0
2007,1172,Y13,M,13,0
2007,1275,Y14,M,14,0
2007,1394,Y15,M,15,0
2007,1238,Y16,M,16,0
2007,1242,Z01,M,1,0
2007,1417,Z02,M,2,0
2007,1338,Z03,M,3,0
2007,1356,Z04,M,4,0
2007,1439,Z05,M,5,0
2007,1181,Z06,M,6,0
2007,1231,Z07,M,7,0
2007,1246,Z08,M,8,0
2007,1437,Z09,M,9,0
2007,1211,Z10,M,10,0
2007,1433,Z11,M,11,0
2007,1228,Z12,M,12,0
2007,1221,Z13,M,13,0
2007,1460,Z14,M,14,0
2007,1451,Z15,M,15,0
2007,1197,Z16a,M,16,0
2007,1310,Z16b,M,16,0
2008,1314,W01,M,1,0
2008,1397,W02,M,2,0
2008,1257,W03,M,3,0
2008,1450,W04,M,4,0
2008,1323,W05,M,5,0
2008,1328,W06,M,6,0
2008,1139,W07,M,7,0
2008,1231,W08,M,8,0
2008,1116,W09,M,9,0
2008,1375,W10,M,10,0
2008,1386,W11,M,11,0
2008,1206,W12,M,12,0
2008,1457,W13,M,13,0
2008,1129,W14,M,14,0
2008,1110,W15,M,15,0
2008,1164,W16a,M,16,0
2008,1291,W16b,M,16,0
2008,1242,X01,M,1,0
2008,1207,X02,M,2,0
2008,1458,X03,M,3,0
2008,1435,X04,M,4,0
2008,1155,X05,M,5,0
2008,1425,X06,M,6,0
2008,1211,X07,M,7,0
2008,1424,X08,M,8,0
2008,1245,X09,M,9,0
2008,1172,X10,M,10,0
2008,1243,X11,M,11,0
2008,1437,X12,M,12,0
2008,1373,X13,M,13,0
2008,1168,X14,M,14,0
2008,1420,X15,M,15,0
2008,1340,X16,M,16,0
2008,1272,Y01,M,1,0
2008,1400,Y02,M,2,0
2008,1390,Y03,M,3,0
2008,1338,Y04,M,4,0
2008,1277,Y05,M,5,0
2008,1266,Y06,M,6,0
2008,1274,Y07,M,7,0
2008,1280,Y08,M,8,0
2008,1332,Y09,M,9,0
2008,1388,Y10,M,10,0
2008,1246,Y11,M,11,0
2008,1396,Y12,M,12,0
2008,1331,Y13,M,13,0
2008,1165,Y14,M,14,0
2008,1122,Y15,M,15,0
2008,1426,Y16,M,16,0
2008,1417,Z01,M,1,0
2008,1181,Z02,M,2,0
2008,1462,Z03,M,3,0
2008,1163,Z04,M,4,0
2008,1179,Z05,M,5,0
2008,1345,Z06,M,6,0
2008,1452,Z07,M,7,0
2008,1140,Z08,M,8,0
2008,1401,Z09,M,9,0
2008,1112,Z10,M,10,0
2008,1124,Z11,M,11,0
2008,1443,Z12,M,12,0
2008,1360,Z13,M,13,0
2008,1208,Z14,M,14,0
2008,1125,Z15,M,15,0
2008,1290,Z16,M,16,0
2009,1338,W01,M,1,0
2009,1181,W02,M,2,0
2009,1437,W03,M,3,0
2009,1462,W04,M,4,0
2009,1199,W05,M,5,0
2009,1417,W06,M,6,0
2009,1400,W07,M,7,0
2009,1329,W08,M,8,0
2009,1397,W09,M,9,0
2009,1278,W10,M,10,0
2009,1433,W11,M,11,0
2009,1458,W12,M,12,0
2009,1340,W13,M,13,0
2009,1110,W14,M,14,0
2009,1127,W15,M,15,0
2009,1190,W16,M,16,0
2009,1314,X01,M,1,0
2009,1328,X02,M,2,0
2009,1393,X03,M,3,0
2009,1211,X04,M,4,0
2009,1228,X05,M,5,0
2009,1113,X06,M,6,0
2009,1155,X07,M,7,0
2009,1261,X08,M,8,0
2009,1139,X09,M,9,0
2009,1276,X10,M,10,0
2009,1396,X11,M,11,0
2009,1443,X12,M,12,0
2009,1103,X13,M,13,0
2009,1372,X14,M,14,0
2009,1288,X15,M,15,0
2009,1347,X16,M,16,0
2009,1257,Y01,M,1,0
2009,1277,Y02,M,2,0
2009,1242,Y03,M,3,0
2009,1448,Y04,M,4,0
2009,1428,Y05,M,5,0
2009,1452,Y06,M,6,0
2009,1130,Y07,M,7,0
2009,1326,Y08,M,8,0
2009,1373,Y09,M,9,0
2009,1425,Y10,M,10,0
2009,1173,Y11,M,11,0
2009,1112,Y12,M,12,0
2009,1156,Y13,M,13,0
2009,1295,Y14,M,14,0
2009,1352,Y15,M,15,0
2009,1106,Y16a,M,16,0
2009,1287,Y16b,M,16,0
2009,1163,Z01,M,1,0
2009,1272,Z02,M,2,0
2009,1281,Z03,M,3,0
2009,1449,Z04,M,4,0
2009,1345,Z05,M,5,0
2009,1266,Z06,M,6,0
2009,1143,Z07,M,7,0
2009,1140,Z08,M,8,0
2009,1401,Z09,M,9,0
2009,1268,Z10,M,10,0
2009,1429,Z11,M,11,0
2009,1320,Z12,M,12,0
2009,1280,Z13,M,13,0
2009,1165,Z14,M,14,0
2009,1169,Z15,M,15,0
2009,1151,Z16,M,16,0
2010,1246,W01,M,1,0
2010,1452,W02,M,2,0
2010,1307,W03,M,3,0
2010,1458,W04,M,4,0
2010,1396,W05,M,5,0
2010,1266,W06,M,6,0
2010,1155,W07,M,7,0
2010,1400,W08,M,8,0
2010,1448,W09,M,9,0
2010,1281,W10,M,10,0
2010,1449,W11,M,11,0
2010,1165,W12,M,12,0
2010,1459,W13,M,13,0
2010,1285,W14,M,14,0
2010,1288,W15,M,15,0
2010,1190,W16,M,16,0
2010,1181,X01,M,1,0
2010,1437,X02,M,2,0
2010,1124,X03,M,3,0
2010,1345,X04,M,4,0
2010,1401,X05,M,5,0
2010,1323,X06,M,6,0
2010,1350,X07,M,7,0
2010,1143,X08,M,8,0
2010,1257,X09,M,9,0
2010,1388,X10,M,10,0
2010,1330,X11,M,11,0
2010,1429,X12,M,12,0
2010,1373,X13,M,13,0
2010,1358,X14,M,14,0
2010,1352,X15,M,15,0
2010,1115,X16a,M,16,0
2010,1457,X16b,M,16,0
2010,1242,Y01,M,1,0
2010,1326,Y02,M,2,0
2010,1207,Y03,M,3,0
2010,1268,Y04,M,4,0
2010,1277,Y05,M,5,0
2010,1397,Y06,M,6,0
2010,1329,Y07,M,7,0
2010,1424,Y08,M,8,0
2010,1320,Y09,M,9,0
2010,1210,Y10,M,10,0
2010,1361,Y11,M,11,0
2010,1308,Y12,M,12,0
2010,1222,Y13,M,13,0
2010,1325,Y14,M,14,0
2010,1364,Y15,M,15,0
2010,1250,Y16,M,16,0
2010,1393,Z01,M,1,0
2010,1243,Z02,M,2,0
2010,1338,Z03,M,3,0
2010,1435,Z04,M,4,0
2010,1139,Z05,M,5,0
2010,1462,Z06,M,6,0
2010,1140,Z07,M,7,0
2010,1211,Z08,M,8,0
2010,1199,Z09,M,9,0
2010,1196,Z10,M,10,0
2010,1278,Z11,M,11,0
2010,1431,Z12,M,12,0
2010,1293,Z13,M,13,0
2010,1324,Z14,M,14,0
2010,1317,Z15,M,15,0
2010,1436,Z16,M,16,0
2011,1326,W01,M,1,0
2011,1314,W02,M,2,0
2011,1393,W03,M,3,0
2011,1246,W04,M,4,0
2011,1452,W05,M,5,0
2011,1462,W06,M,6,0
2011,1449,W07,M,7,0
2011,1206,W08,M,8,0
2011,1437,W09,M,9,0
2011,1208,W10,M,10,0
2011,1266,W11,M,11,0
2011,1155,W12a,M,12,0
2011,1412,W12b,M,12,0
2011,1343,W13,M,13,0
2011,1232,W14,M,14,0
2011,1254,W15,M,15,0
2011,1106,W16a,M,16,0
2011,1427,W16b,M,16,0
2011,1181,X01,M,1,0
2011,1361,X02,M,2,0
2011,1163,X03,M,3,0
2011,1400,X04,M,4,0
2011,1112,X05,M,5,0
2011,1153,X06,M,6,0
2011,1396,X07,M,7,0
2011,1276,X08,M,8,0
2011,1397,X09,M,9,0
2011,1336,X10,M,10,0
2011,1281,X11,M,11,0
2011,1272,X12,M,12,0
2011,1324,X13,M,13,0
2011,1137,X14,M,14,0
2011,1294,X15,M,15,0
2011,1214,X16,M,16,0
2011,1338,Y01,M,1,0
2011,1196,Y02,M,2,0
2011,1140,Y03,M,3,0
2011,1458,Y04,M,4,0
2011,1243,Y05,M,5,0
2011,1385,Y06,M,6,0
2011,1417,Y07,M,7,0
2011,1139,Y08,M,8,0
2011,1330,Y09,M,9,0
2011,1277,Y10,M,10,0
2011,1211,Y11,M,11,0
2011,1429,Y12,M,12,0
2011,1125,Y13,M,13,0
2011,1459,Y14,M,14,0
2011,1364,Y15,M,15,0
2011,1114,Y16a,M,16,0
2011,1421,Y16b,M,16,0
2011,1242,Z01,M,1,0
2011,1323,Z02,M,2,0
2011,1345,Z03,M,3,0
2011,1257,Z04,M,4,0
2011,1435,Z05,M,5,0
2011,1207,Z06,M,6,0
2011,1401,Z07,M,7,0
2011,1424,Z08,M,8,0
2011,1228,Z09,M,9,0
2011,1199,Z10,M,10,0
2011,1425,Z11a,M,11,0
2011,1433,Z11b,M,11,0
2011,1350,Z12,M,12,0
2011,1287,Z13,M,13,0
2011,1389,Z14,M,14,0
2011,1103,Z15,M,15,0
2011,1131,Z16,M,16,0
2012,1393,W01,M,1,0
2012,1326,W02,M,2,0
2012,1199,W03,M,3,0
2012,1458,W04,M,4,0
2012,1435,W05,M,5,0
2012,1153,W06,M,6,0
2012,1211,W07,M,7,0
2012,1243,W08,M,8,0
2012,1379,W09,M,9,0
2012,1452,W10,M,10,0
2012,1400,W11,M,11,0
2012,1217,W12,M,12,0
2012,1285,W13,M,13,0
2012,1382,W14,M,14,0
2012,1259,W15,M,15,0
2012,1421,W16,M,16,0
2012,1314,X01,M,1,0
2012,1242,X02,M,2,0
2012,1207,X03,M,3,0
2012,1276,X04,M,4,0
2012,1396,X05,M,5,0
2012,1361,X06,M,6,0
2012,1388,X07,M,7,0
2012,1166,X08,M,8,0
2012,1104,X09,M,9,0
2012,1345,X10,M,10,0
2012,1301,X11,M,11,0
2012,1143,X12a,M,12,0
2012,1378,X12b,M,12,0
2012,1325,X13,M,13,0
2012,1125,X14,M,14,0
2012,1178,X15,M,15,0
2012,1249,X16a,M,16,0
2012,1436,X16b,M,16,0
2012,1246,Y01,M,1,0
2012,1181,Y02,M,2,0
2012,1124,Y03,M,3,0
2012,1231,Y04,M,4,0
2012,1455,Y05,M,5,0
2012,1424,Y06,M,6,0
2012,1323,Y07,M,7,0
2012,1235,Y08,M,8,0
2012,1163,Y09,M,9,0
2012,1462,Y10,M,10,0
2012,1160,Y11,M,11,0
2012,1433,Y12,M,12,0
2012,1308,Y13,M,13,0
2012,1355,Y14,M,14,0
2012,1250,Y15,M,15,0
2012,1290,Y16a,M,16,0
2012,1443,Y16b,M,16,0
2012,1277,Z01,M,1,0
2012,1281,Z02,M,2,0
2012,1266,Z03,M,3,0
2012,1257,Z04,M,4,0
2012,1307,Z05,M,5,0
2012,1293,Z06,M,6,0
